,,所在地,名　称,郵便番号,住　所,電話番号,共同生活住居名称,事業者名称,"代表者職名",事業所番号,枝番,指定年月日,
,262,菊池市,共同生活援助事業所　サニーサイド,861-1213,菊池市泗水町南田島字宮迫１７９４番地,0968-38-4448,さくら,社会福祉法人　友朋会,理事長,4321200042,2,2006年10月1日,介護サービス包括型
,263,菊池市,共同生活援助事業所　サニーサイド,861-1213,菊池市泗水町南田島字宮迫１７９４番地,0968-38-4448,のばら,社会福祉法人　友朋会,理事長,4321200042,3,2006年10月1日,介護サービス包括型
,264,菊池市,はるる,861-1204,菊池市泗水町永８３４番地４,0968-26-6222,はるる,株式会社ＧＩＣ,代表取締役,4321200091,1,2009年12月16日,外部サービス利用型
,265,菊池市,地域生活支援事業所　あおぞら,861-1324,菊池市野間口４８８番地１３,0968-24-6202,わらびＣＨ事業所　あおぞら　Ａ棟,社会福祉法人　菊愛会,理事長,4321200257,1,2014年4月1日,介護サービス包括型
,266,菊池市,地域生活支援事業所　あおぞら,861-1324,菊池市野間口４８８番地１３,0968-24-6202,わらびＣＨ事業所　あおぞら　Ｂ棟,社会福祉法人　菊愛会,理事長,4321200257,2,2014年4月1日,介護サービス包括型
,267,菊池市,地域生活支援事業所　あおぞら,861-1324,菊池市野間口４８８番地１３,0968-24-6202,わらびＣＨ事業所　あおぞら　Ｃ棟,社会福祉法人　菊愛会,理事長,4321200257,3,2014年4月1日,介護サービス包括型
,268,菊池市,地域生活支援事業所　あおぞら,861-1324,菊池市野間口４８８番地１３,0968-24-6202,わらびＣＨ事業所　あおぞら　Ｄ棟,社会福祉法人　菊愛会,理事長,4321200257,4,2014年4月1日,介護サービス包括型
,269,阿蘇郡産山村,草原の風,869-2702,阿蘇郡産山村大利６５７番地６,0967-25-2105,グラスランド　Ⅰ,社会福祉法人　やまなみ会,理事長,4321300016,1,2007年7月1日,外部サービス利用型
,270,阿蘇郡産山村,草原の風,869-2702,阿蘇郡産山村大利６５７番地６,0967-25-2105,グラスランド　Ⅱ,社会福祉法人　やまなみ会,理事長,4321300016,2,2007年7月1日,外部サービス利用型
,271,阿蘇郡高森町,高森寮グループホーム事業所,869-1603,阿蘇郡高森町色見８２２番地,0967-62-1780,ホーム未来,社会福祉法人　立正福祉会,理事長,4321330013,1,2006年10月1日,介護サービス包括型
,272,阿蘇郡高森町,高森寮グループホーム事業所,869-1603,阿蘇郡高森町色見８２２番地,0967-62-1780,ホームさくら,社会福祉法人　立正福祉会,理事長,4321330013,2,2006年10月1日,介護サービス包括型
,273,阿蘇郡高森町,高森寮グループホーム事業所,869-1603,阿蘇郡高森町色見８２２番地,0967-62-1780,ホームはなしのぶ,社会福祉法人　立正福祉会,理事長,4321330013,3,2006年10月1日,介護サービス包括型
,274,阿蘇郡高森町,高森寮グループホーム事業所,869-1603,阿蘇郡高森町色見８２２番地,0967-62-1780,ホームすみれ,社会福祉法人　立正福祉会,理事長,4321330013,4,2006年10月1日,介護サービス包括型
,275,阿蘇郡高森町,高森寮グループホーム事業所,869-1603,阿蘇郡高森町色見８２２番地,0967-62-1780,ホームつばき,社会福祉法人　立正福祉会,理事長,4321330013,5,2006年10月1日,介護サービス包括型
,276,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,悠愛ホーム,社会福祉法人　小国町社会福祉協議会,会長,4321350086,1,2011年4月1日,介護サービス包括型
,277,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,すみれ,社会福祉法人　小国町社会福祉協議会,会長,4321350086,10,2011年4月1日,介護サービス包括型
,278,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,蓬莱,社会福祉法人　小国町社会福祉協議会,会長,4321350086,11,2011年4月1日,介護サービス包括型
,279,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,鉾杉,社会福祉法人　小国町社会福祉協議会,会長,4321350086,12,2011年4月1日,介護サービス包括型
,280,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,わいた荘,社会福祉法人　小国町社会福祉協議会,会長,4321350086,13,2011年4月1日,介護サービス包括型
,281,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,せせらぎ,社会福祉法人　小国町社会福祉協議会,会長,4321350086,14,2011年4月1日,介護サービス包括型
,282,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,風音,社会福祉法人　小国町社会福祉協議会,会長,4321350086,15,2011年4月1日,介護サービス包括型
,283,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,悠華,社会福祉法人　小国町社会福祉協議会,会長,4321350086,16,2011年4月1日,介護サービス包括型
,284,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,秋桜,社会福祉法人　小国町社会福祉協議会,会長,4321350086,17,2011年4月1日,介護サービス包括型
,285,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,悠音,社会福祉法人　小国町社会福祉協議会,会長,4321350086,18,2011年4月1日,介護サービス包括型
,286,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,山風音,社会福祉法人　小国町社会福祉協議会,会長,4321350086,19,2011年4月1日,介護サービス包括型
,287,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,きよらの家,社会福祉法人　小国町社会福祉協議会,会長,4321350086,2,2011年4月1日,介護サービス包括型
,288,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,陽音,社会福祉法人　小国町社会福祉協議会,会長,4321350086,20,2011年4月1日,介護サービス包括型
,289,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,フットパス,社会福祉法人　小国町社会福祉協議会,会長,4321350086,21,2011年4月1日,介護サービス包括型
,290,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,ステップワン,社会福祉法人　小国町社会福祉協議会,会長,4321350086,22,2011年4月1日,介護サービス包括型
,291,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,グループホームひまわり,社会福祉法人　小国町社会福祉協議会,会長,4321350086,3,2011年4月1日,介護サービス包括型
,292,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,スマイルマウンテン,社会福祉法人　小国町社会福祉協議会,会長,4321350086,4,2011年4月1日,介護サービス包括型
,293,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,たんぽぽ,社会福祉法人　小国町社会福祉協議会,会長,4321350086,6,2011年4月1日,介護サービス包括型
,294,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,双葉荘,社会福祉法人　小国町社会福祉協議会,会長,4321350086,7,2011年4月1日,介護サービス包括型
,295,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,あすなろ,社会福祉法人　小国町社会福祉協議会,会長,4321350086,8,2011年4月1日,介護サービス包括型
,296,阿蘇郡小国町,第二悠愛グループホーム事業所,869-2501,阿蘇郡小国町大字宮原２６１７番地,0967-46-2616,陽だまり,社会福祉法人　小国町社会福祉協議会,会長,4321350086,9,2011年4月1日,介護サービス包括型
,297,阿蘇郡小国町,第二悠愛日中グループホーム事業所,869-2501,阿蘇郡小国町大字宮原2611番地,0967-46-2616,星野,社会福祉法人小国町社会福祉協議会,理事長,4321350094,1,2020年10月1日,日中サービス支援型
,298,上益城郡益城町,熊東園グループホーム・ケアホーム管理事業所,861-2236,上益城郡益城町広崎７８６－１,096-286-2762,熊愛ホーム,社会福祉法人　耕心会,理事長,4321420012,1,2006年10月1日,介護サービス包括型
,299,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,五色寮ホーム,社会福祉法人　五色会,理事長,4321430011,1,2006年10月1日,介護サービス包括型
,300,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,あゆの里ホーム,社会福祉法人　五色会,理事長,4321430011,2,2006年10月1日,介護サービス包括型
,301,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,華の里ホーム,社会福祉法人　五色会,理事長,4321430011,3,2006年10月1日,介護サービス包括型
,302,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,大町ホームＡ,社会福祉法人　五色会,理事長,4321430011,4,2006年10月1日,介護サービス包括型
,303,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,大町ホームＢ,社会福祉法人　五色会,理事長,4321430011,5,2006年10月1日,介護サービス包括型
,304,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,仁田子ホーム,社会福祉法人　五色会,理事長,4321430011,6,2006年10月1日,介護サービス包括型
,305,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,仁田子ホームB,社会福祉法人　五色会,理事長,4321430011,7,2006年10月1日,介護サービス包括型
,306,上益城郡甲佐町,サポートハウス　あゆの里,861-4617,上益城郡甲佐町大字津志田２４７２番地,096-234-4311,豊内ホーム,社会福祉法人　五色会,理事長,4321430011,8,2006年10月1日,介護サービス包括型
,307,上益城郡益城町,益城病院グループホーム事業,861-2233,上益城郡益城町惣領１５４４－３,096-286-3611,ｉハウス２１,社会医療法人　ましき会,理事長,4321440051,1,2007年10月1日,外部サービス利用型
,308,上益城郡益城町,益城病院グループホーム事業,861-2233,上益城郡益城町惣領１５４４－３,096-286-3611,ｉハウス１１,社会医療法人　ましき会,理事長,4321440051,2,2007年10月1日,外部サービス利用型
,309,上益城郡山都町,グループホームさんぷうか,861-3513,上益城郡山都町下市55番地,0967-74-6011,グループホームさんぷうか,特定非営利活動法人　山風華,理事長,4321440093,1,2008年10月15日,外部サービス利用型
,310,上益城郡御船町,グループホーム事業所スマイルシード,861-3202,上益城郡御船町大字小坂字下原２１４０番地の１,096-282-3195,こもれび,社会福祉法人御陽会,理事長,4321440101,1,2009年3月1日,介護サービス包括型
,311,上益城郡御船町,グループホーム事業所スマイルシード,861-3202,上益城郡御船町大字小坂字下原２１４０番地の１,096-282-3195,帰帆寮,社会福祉法人御陽会,理事長,4321440101,2,2009年3月1日,介護サービス包括型
,312,上益城郡御船町,グループホーム事業所スマイルシード,861-3202,上益城郡御船町大字小坂字下原２１４０番地の１,096-282-3195,なごみ,社会福祉法人御陽会,理事長,4321440101,3,2009年3月1日,介護サービス包括型
,313,上益城郡山都町,明星学園グループホーム事業所,861-3906,上益城郡山都町神ノ前字免ノ原２４２番地１５,0967-82-3323,そよ風,社会福祉法人御陽会,理事長,4321440127,1,2009年4月1日,外部サービス利用型
,314,上益城郡山都町,明星学園グループホーム事業所,861-3906,上益城郡山都町神ノ前字免ノ原２４２番地１５,0967-82-3323,ブルーベリー,社会福祉法人御陽会,理事長,4321440127,2,2009年4月1日,外部サービス利用型
,315,上益城郡山都町,明星学園グループホーム事業所,861-3906,上益城郡山都町神ノ前字免ノ原２４２番地１５,0967-82-3323,小峰Ａ棟,社会福祉法人御陽会,理事長,4321440127,3,2009年4月1日,外部サービス利用型
,316,上益城郡山都町,明星学園グループホーム事業所,861-3906,上益城郡山都町神ノ前字免ノ原２４２番地１５,0967-82-3323,小峰Ｂ棟,社会福祉法人御陽会,理事長,4321440127,4,2009年4月1日,外部サービス利用型
,317,上益城郡御船町,とぅんから家,861-3131,上益城郡御船町大字豊秋１５５７番地,096-202-1051,とぅんから家,医療法人社団松本会,理事長,4321440135,1,2020年11月19日,外部サービス利用型
,318,熊本市,第二城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２３９番地１,0964-28-8144,藤山ホーム,社会福祉法人　慶信会,理事長,4321500029,1,2006年10月1日,介護サービス包括型
,319,熊本市,第二城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２３９番地１,0964-28-8144,いちょうの木ホーム,社会福祉法人　慶信会,理事長,4321500029,2,2006年10月1日,介護サービス包括型
,320,熊本市,第二城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２３９番地１,0964-28-8144,くぬぎの森ホーム,社会福祉法人　慶信会,理事長,4321500029,3,2006年10月1日,介護サービス包括型
,321,熊本市,第二城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２３９番地１,0964-28-8144,もくれんホーム,社会福祉法人　慶信会,理事長,4321500029,4,2006年10月1日,介護サービス包括型
,322,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,心陽ハイツ,社会福祉法人　富合福祉会,理事長,4321500037,1,2006年10月1日,介護サービス包括型
,323,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,木原荘,社会福祉法人　富合福祉会,理事長,4321500037,2,2006年10月1日,介護サービス包括型
,324,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,心陽ホーム東,社会福祉法人　富合福祉会,理事長,4321500037,3,2006年10月1日,介護サービス包括型
,325,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,心陽ホーム西,社会福祉法人　富合福祉会,理事長,4321500037,4,2006年10月1日,介護サービス包括型
,326,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,南天１号,社会福祉法人　富合福祉会,理事長,4321500037,5,2006年10月1日,介護サービス包括型
,327,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,南天２号,社会福祉法人　富合福祉会,理事長,4321500037,6,2006年10月1日,介護サービス包括型
,328,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,南天３号,社会福祉法人　富合福祉会,理事長,4321500037,7,2006年10月1日,介護サービス包括型
,329,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,南天４号,社会福祉法人　富合福祉会,理事長,4321500037,8,2006年10月1日,介護サービス包括型
,330,熊本市,グループホーム心陽,861-4153,熊本市富合町木原１０１番地,096-358-6234,南天５号,社会福祉法人　富合福祉会,理事長,4321500037,9,2006年10月1日,介護サービス包括型
,331,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,もくせい１丁目・もくせい２丁目,社会福祉法人　十百千会,理事長,4321520019,1,2006年10月1日,介護サービス包括型
,332,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,さくら１丁目,社会福祉法人　十百千会,理事長,4321520019,2,2006年10月1日,介護サービス包括型
,333,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,にれのき１丁目,社会福祉法人　十百千会,理事長,4321520019,3,2006年10月1日,介護サービス包括型
,334,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,にれのき２丁目,社会福祉法人　十百千会,理事長,4321520019,4,2006年10月1日,介護サービス包括型
,335,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,にれのき３丁目,社会福祉法人　十百千会,理事長,4321520019,5,2006年10月1日,介護サービス包括型
,336,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,にれのき４丁目,社会福祉法人　十百千会,理事長,4321520019,6,2006年10月1日,介護サービス包括型
,337,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,にれのき５丁目,社会福祉法人　十百千会,理事長,4321520019,7,2006年10月1日,介護サービス包括型
,338,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,おおくす１丁目,社会福祉法人　十百千会,理事長,4321520019,8,2006年10月1日,介護サービス包括型
,339,下益城郡美里町,グループホームゆきぞの,861-4731,下益城郡美里町栗崎字行園原５６４,0964-47-2381,おおくす２丁目,社会福祉法人　十百千会,理事長,4321520019,9,2006年10月1日,介護サービス包括型
,340,熊本市,城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２７６番地２,0964-28-5111,グループホームじょうなん,社会福祉法人　慶信会,理事長,4321520076,1,2014年4月1日,日中サービス支援型
,341,熊本市,城南学園グループホーム事業所,861-4223,熊本市城南町藤山１２７６番地２,0964-28-5111,グループホームじょうなん二番館,社会福祉法人　慶信会,理事長,4321520076,2,2014年4月1日,日中サービス支援型
,342,熊本市,グループホーム「けやき」,861-4214,熊本市城南町大字舞原字三和原１４１５－１,0964-28-2555,グループホーム「けやき」,医療法人城南ヘルスケアグループ,理事長,4321520092,1,2009年4月1日,介護サービス包括型
,343,下益城郡美里町,障がい者支援センター大喜地,861-4406,下益城郡美里町馬場字町頭５２８－１,0964-46-3836,うっど館,社会福祉法人白寿会,理事長,4321520167,1,2012年1月11日,介護サービス包括型
,344,下益城郡美里町,障がい者支援センター大喜地,861-4406,下益城郡美里町馬場字町頭５２８－１,0964-46-3836,りばー館,社会福祉法人白寿会,理事長,4321520167,2,2012年1月11日,介護サービス包括型
,345,下益城郡美里町,障がい者支援センター大喜地,861-4406,下益城郡美里町馬場字町頭５２８－１,0964-46-3836,ぶりっじ館,社会福祉法人白寿会,理事長,4321520167,3,2012年1月11日,介護サービス包括型
,346,下益城郡美里町,グループホーム　かすみ草,861-4405,下益城郡美里町萱野１４４３番地１号,0964-47-6055,グループホーム　かすみ草,特定非営利活動法人　中央自立支援会,代表理事,4321520175,1,2013年12月1日,外部サービス利用型
,347,八代郡氷川町,氷川学園グループホーム事業所,869-4602,八代郡氷川町宮原１１１６,0965-62-4081,たんぽぽ荘,社会福祉法人　清流会,理事長,4321700017,1,2006年10月1日,介護サービス包括型
,348,八代郡氷川町,グループホームのぞみ,869-4815,八代郡氷川町鹿島９４５番地,0965-52-0173,ケアホーム（共同生活介護）のぞみ　あさがお棟,社会福祉法人　白寿会,理事長,4321700041,1,2014年4月1日,介護サービス包括型
,349,八代郡氷川町,グループホームのぞみ,869-4815,八代郡氷川町鹿島９４５番地,0965-52-0173,ケアホーム（共同生活介護）のぞみ　ひまわり棟,社会福祉法人　白寿会,理事長,4321700041,2,2014年4月1日,介護サービス包括型
,350,球磨郡あさぎり町,第二つつじヶ丘学園グループホーム事業所,868-0415,球磨郡あさぎり町免田西３００３－５６,0966-45-0152,あさぎりホーム,社会福祉法人　つつじケ丘学園,理事長,4321880017,1,2012年6月1日,介護サービス包括型
,351,球磨郡あさぎり町,第二つつじヶ丘学園グループホーム事業所,868-0415,球磨郡あさぎり町免田西３００３－５６,0966-45-0152,柚の花,社会福祉法人　つつじケ丘学園,理事長,4321880017,2,2012年6月1日,介護サービス包括型
,352,球磨郡あさぎり町,第二つつじヶ丘学園グループホーム事業所,868-0415,球磨郡あさぎり町免田西３００３－５６,0966-45-0152,心和ホーム,社会福祉法人　つつじケ丘学園,理事長,4321880017,3,2012年6月1日,介護サービス包括型
,353,球磨郡あさぎり町,第二つつじヶ丘学園グループホーム事業所,868-0415,球磨郡あさぎり町免田西３００３－５６,0966-45-0152,朴の木,社会福祉法人　つつじケ丘学園,理事長,4321880017,4,2012年6月1日,介護サービス包括型
,354,球磨郡あさぎり町,有限会社　おかざき薬局,868-0442,球磨郡あさぎり町深田東４４５－２,0966-49-2905,グループホーム　おかざき,有限会社　おかざき薬局,代表取締役,4321880025,1,2006年10月1日,介護サービス包括型
,355,球磨郡あさぎり町,みずき園　共同生活援助・共同生活介護事業所,868-0424,球磨郡あさぎり町上西６８８,0966-43-1688,ひかり,社会福祉法人　誠心会,理事長,4321880074,1,2008年3月1日,介護サービス包括型
,356,球磨郡あさぎり町,みずき園　共同生活援助・共同生活介護事業所,868-0424,球磨郡あさぎり町上西６８８,0966-43-1688,第二ひかり,社会福祉法人　誠心会,理事長,4321880074,2,2008年3月1日,介護サービス包括型
,357,球磨郡あさぎり町,みずき園　共同生活援助・共同生活介護事業所,868-0424,球磨郡あさぎり町上西６８８,0966-43-1688,四季の里市房,社会福祉法人　誠心会,理事長,4321880074,3,2008年3月1日,介護サービス包括型
,358,球磨郡あさぎり町,みずき園　共同生活援助・共同生活介護事業所,868-0424,球磨郡あさぎり町上西６８８,0966-43-1688,四季の里球磨川,社会福祉法人　誠心会,理事長,4321880074,4,2008年3月1日,介護サービス包括型
,359,球磨郡あさぎり町,つつじヶ丘学園グループホーム事業所,868-0451,球磨郡あさぎり町須恵４１８０番地１,0966-45-0667,亀の甲ホーム,社会福祉法人　つつじヶ丘学園,理事長,4321880090,1,2014年4月1日,介護サービス包括型
,360,球磨郡あさぎり町,つつじヶ丘学園グループホーム事業所,868-0451,球磨郡あさぎり町須恵４１８０番地１,0966-45-0667,さくらホーム,社会福祉法人　つつじヶ丘学園,理事長,4321880090,2,2014年4月1日,介護サービス包括型
,361,球磨郡相良村,友愛苑共同生活援助事業所,868-0095,球磨郡相良村柳瀬９８７番地５０,0966-22-1222,グループホーム　ゆうあい苑,社会福祉法人　友愛苑,理事長,4321880108,1,2009年2月1日,外部サービス利用型
,362,球磨郡錦町,グループホームケアホーム事業所　新宮の里,868-0303,球磨郡錦町西２３１１番地１２,0966-38-3330,グループホームケアホーム新宮の里A棟,ＮＰＯ法人　木もれ陽会,理事長,4321880223,1,2013年6月1日,介護サービス包括型
,363,球磨郡錦町,グループホームケアホーム事業所　新宮の里,868-0303,球磨郡錦町西２３１１番地１２,0966-38-3330,グループホームケアホーム新宮の里B棟,ＮＰＯ法人　木もれ陽会,理事長,4321880223,2,2013年6月1日,介護サービス包括型
,364,葦北郡芦北町,みつば学園グループホーム,869-5442,葦北郡芦北町花岡１５３９,0966-82-5472,グループホーム「虹」,社会福祉法人　芦北福祉会,理事長,4321910020,1,2007年11月1日,外部サービス利用型
,365,葦北郡芦北町,みつば学園グループホーム,869-5442,葦北郡芦北町花岡１５３９,0966-82-5472,グループホーム「さくら」,社会福祉法人　芦北福祉会,理事長,4321910020,2,2007年11月1日,外部サービス利用型
,366,葦北郡芦北町,つわぶきの家,869-5563,葦北郡芦北町大字湯浦１５０６番地９,0966-86-0515,つわぶきの家,社会福祉法人光輪会,理事長,4321910038,1,2014年4月1日,介護サービス包括型
,367,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホームひまわり,医療法人　横田会,理事長,4322000011,1,2006年10月1日,外部サービス利用型
,368,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホームくすの木,医療法人　横田会,理事長,4322000011,2,2006年10月1日,外部サービス利用型
,369,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホームかしの木,医療法人　横田会,理事長,4322000011,3,2006年10月1日,外部サービス利用型
,370,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホーム陽だまり,医療法人　横田会,理事長,4322000011,4,2006年10月1日,外部サービス利用型
,371,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホーム　セ・ピアーチェ,医療法人　横田会,理事長,4322000011,5,2006年10月1日,外部サービス利用型
,372,熊本市,医療法人横田会グループホーム事業所,861-0141,熊本市植木町投刀塚３１６－１（１階）,096-272-7759,グループホーム　コーモド,医療法人　横田会,理事長,4322000011,6,2006年10月1日,外部サービス利用型
,373,天草郡苓北町,グループホーム　きらめき,863-2502,天草郡苓北町上津深江字西大田１０番地,0969-35-1671,グループホーム　きらめき,社会福祉法人　啓仁会,理事長,4322100092,1,2011年4月1日,外部サービス利用型
,374,天草郡苓北町,グループホーム　きらめき,863-2502,天草郡苓北町上津深江字西大田１０番地,0969-35-1671,昴,社会福祉法人　啓仁会,理事長,4322100092,2,2011年4月1日,外部サービス利用型
,375,菊池郡大津町,三気の里　グループホーム事業所,869-1217,菊池郡大津町森５４－２,096-293-8100,グループホーム新,社会福祉法人　三気の会,理事長,4322200017,1,2006年10月1日,介護サービス包括型
,376,菊池郡大津町,三気の里　グループホーム事業所,869-1217,菊池郡大津町森５４－２,096-293-8100,ひだまり,社会福祉法人　三気の会,理事長,4322200017,2,2006年10月1日,介護サービス包括型
,377,菊池郡大津町,三気の里　グループホーム事業所,869-1217,菊池郡大津町森５４－２,096-293-8100,一,社会福祉法人　三気の会,理事長,4322200017,3,2006年10月1日,介護サービス包括型
,378,菊池郡大津町,つくしの里　グループホーム・ケアホーム事業所,869-1231,菊池郡大津町平川４００番地,096-293-1550,つくしんぼ,社会福祉法人　清和会,理事長,4322200025,1,2006年10月1日,介護サービス包括型
,379,菊池郡大津町,つくしの里　グループホーム・ケアホーム事業所,869-1231,菊池郡大津町平川４００番地,096-293-1550,すぎな,社会福祉法人　清和会,理事長,4322200025,2,2006年10月1日,介護サービス包括型
,380,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,高遊原ホーム,社会福祉法人　菊陽会,理事長,4322210030,1,2006年10月1日,外部サービス利用型
,381,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,菊陽ホーム,社会福祉法人　菊陽会,理事長,4322210030,2,2006年10月1日,外部サービス利用型
,382,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,第二菊陽ホーム,社会福祉法人　菊陽会,理事長,4322210030,3,2006年10月1日,外部サービス利用型
,383,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,第二高遊原ホーム,社会福祉法人　菊陽会,理事長,4322210030,4,2006年10月1日,外部サービス利用型
,384,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,武蔵ヶ丘ホーム,社会福祉法人　菊陽会,理事長,4322210030,5,2006年10月1日,外部サービス利用型
,385,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,すまいるホーム,社会福祉法人　菊陽会,理事長,4322210030,6,2006年10月1日,外部サービス利用型
,386,菊池郡菊陽町,熊本菊陽学園グループホーム事業所,869-1106,菊池郡菊陽町大字曲手８１１番地,096-232-2080,第二すまいるホーム,社会福祉法人　菊陽会,理事長,4322210030,7,2006年10月1日,外部サービス利用型
,387,菊池郡菊陽町,社会医療法人芳和会　共同生活援助事業所,869-1102,菊池郡菊陽町原水下中野５５８７,096-232-3171,さくら並木寮,社会医療法人　芳和会,理事長,4322210041,1,2006年10月1日,外部サービス利用型
