事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0120102736,共同生活援助,グループホームあいしん,0600014,北海道札幌市中央区,北14条西18丁目1-3-1,,011-716-1888,011-374-7607,提供中,2015/12/1,営利法人,株式会社　あいりん,北海道札幌市中央区,北14条西15丁目7-36-3,,10,外部サービス利用型
0124101635,共同生活援助,ケアホーム　９－５,0840907,北海道釧路市,鳥取北9丁目9番5号,,0154-65-7795,0154-65-7796,提供中,2015/11/19,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,10,日中サービス支援型
0121501191,共同生活援助,グループホームななえーる,0411111,北海道亀田郡七飯町,本町8丁目16番地3,,0138-64-1031,0138-64-1031,提供中,2015/11/1,社会福祉法人（社協以外）,社会福祉法人七和会,北海道亀田郡七飯町,藤城288番地2,,7,介護サービス包括型
0121401772,共同生活援助,グループホーム時任ピアハウス,0400012,北海道函館市,時任町６番１４号,,0138-51-6688,0138-51-6688,提供中,2015/11/1,社会福祉法人（社協以外）,社会福祉法人七和会,北海道亀田郡七飯町,藤城２８８番地２,,8,介護サービス包括型
0121001127,共同生活援助,障害者グループホーム『文京の里』,0690833,北海道江別市,文京台３６番地６,,011-375-7688,011-375-8552,提供中,2015/11/1,営利法人,ｍ．ｍ．ｃ環境デザイン株式会社,北海道江別市,文京台３３番地の２３,,34,介護サービス包括型
0121001093,共同生活援助,のまる江別文京台,0690834,北海道江別市,文京台東町３１番地６,,011-386-2121,011-386-2212,提供中,2015/10/1,営利法人,株式会社リレーションパートナー,北海道札幌市白石区,本通１９丁目南２番７号食糧ビル２階,,10,介護サービス包括型
0122908478,共同生活援助,つつじグループホーム,0718144,北海道旭川市,春光台４条１０丁目５７５６番地,つつじの里,0166-52-2013,0166-52-2064,提供中,2015/8/1,社会福祉法人（社協以外）,社会福祉法人　北海道療育園,北海道旭川市,春光台４条１０丁目１番地,,25,介護サービス包括型
0123800781,共同生活援助,グループホーム　すみれハウス,0570006,北海道浦河郡浦河町,東町かしわ２丁目４－３８,,0146-22-7800,0146-22-7801,提供中,2015/7/29,医療法人,医療法人　薪水,北海道浦河郡浦河町,東町ちのみ１丁目１－１,,11,介護サービス包括型
0120203666,共同生活援助,りらいふ,0010032,北海道札幌市北区,北３２条西９丁目５－４３,,011-790-7221,011-790-7221,提供中,2015/7/1,営利法人,合同会社　花まる,北海道札幌市北区,北30条西6丁目2番11号,,12,外部サービス利用型
0121300578,共同生活援助,特定非営利活動法人　心のかけ橋・虹,0611104,北海道北広島市,西の里北１丁目１番地４８,,011-375-3410,011-375-3410,提供中,2015/6/8,非営利法人（ＮＰＯ）,特定非営利活動法人心のかけ橋・虹,北海道北広島市,西の里北１丁目１番地４８,,6,介護サービス包括型
0124601642,共同生活援助,共同生活援助（介護サービス包括型）「たかしば荘」,0800025,北海道帯広市,西十五条南１６丁目２番地４,,0155-25-5987,0155-67-5891,提供中,2015/5/1,非営利法人（ＮＰＯ）,特定非営利活動法人　十勝障害者サポートネット,北海道帯広市,西十五条南１６丁目２番地４,,18,介護サービス包括型
0120505375,共同生活援助,イクスラウンジ,0620034,北海道札幌市豊平区,西岡４条１４丁目１－１,,011-817-0505,011-817-0506,提供中,2015/5/1,営利法人,株式会社　イクスクルー,北海道札幌市中央区,南３条西５丁目１－１,ノルベサ４Ｆ,21,外部サービス利用型
0124101544,共同生活援助,共同生活援助事業所　あおぞら,0840904,北海道釧路市,新富士町2丁目6番15号,,0154-64-6363,0154-64-6364,提供中,2015/4/1,社会福祉法人（社協以外）,社会福祉法人音別憩いの郷,北海道釧路市,音別町川東1丁目200番地1,,14,介護サービス包括型
0122908338,共同生活援助,すまいるハウス,0788354,北海道旭川市,東光１４条４丁目５番１２号,,0166-73-4321,0166-73-4316,提供中,2015/4/1,営利法人,株式会社　カシュナ,北海道旭川市,東光５条１丁目７番３号,,7,介護サービス包括型
0121100556,共同生活援助,めいぷるハウス,0660072,北海道千歳市,自由ケ丘６丁目５番７号,,0123-42-8090,0123-42-8090,提供中,2015/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　千歳めいぷるの会,北海道千歳市,自由ケ丘３丁目10－11,,6,介護サービス包括型
0120700448,共同生活援助,グループホーム　ライズ,0630031,北海道札幌市西区,西野１条７丁目６－２０,,011-213-9157,011-213-9158,提供中,2015/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ライズ,北海道札幌市西区,発寒１６条１４丁目６－１,,20,介護サービス包括型
0120203583,共同生活援助,グループホーム　一歩舎,0010021,北海道札幌市北区,北２１条西３丁目１－１２,ニューコーポ２１,011-726-2829,011-726-7990,提供中,2015/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　札幌市福祉生活支援センター,北海道札幌市北区,北２１条西３丁目１－１２,,4,外部サービス利用型
0120900451,共同生活援助,グループホームうらら,0060811,北海道札幌市手稲区,前田１条１２丁目４番１号,,011-215-8011,011-691-1144,提供中,2015/3/16,非営利法人（ＮＰＯ）,特定非営利活動法人ツリーフィールド,北海道札幌市北区,北２９条西１１丁目３番１１号,,10,介護サービス包括型
0121300529,共同生活援助,きたひろしまベース,0611124,北海道北広島市,稲穂町西４丁目２番３号,,011-376-0460,011-376-0470,提供中,2015/3/1,非営利法人（ＮＰＯ）,特定非営利活動法人おおぞら,北海道苫小牧市,勇払２７６番地１９,,16,介護サービス包括型
0125001255,共同生活援助,共同生活援助事業所　ＣＬ1,0900064,北海道北見市,美芳町4丁目2番7号,,0157-36-4121,0157-36-4122,提供中,2015/2/27,営利法人,株式会社　クリーンリースウェルフェア,北海道北見市,豊地２６番地13,,4,外部サービス利用型
0120700398,共同生活援助,グループホーム　わらっぷ,0630846,北海道札幌市西区,八軒６条西５丁目１番２号,,011-215-6360,,提供中,2015/2/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ピースマイル,北海道札幌市西区,発寒５条３丁目９番３号,,7,外部サービス利用型
0125700807,共同生活援助,グループホーム　ホームラン,0690365,北海道岩見沢市,上幌向町1364番6,,0126-24-7185,0126-24-7185,提供中,2015/1/16,社会福祉法人（社協以外）,社会福祉法人　こくわ福祉会,北海道岩見沢市,上幌向町１３６４番６号,,6,介護サービス包括型
0122908221,共同生活援助,ふわっと,0788231,北海道旭川市,豊岡１条４丁目５番１０号　フォーレストⅡ,,09037723277,,提供中,2015/1/1,営利法人,株式会社ふわっと,北海道旭川市,旭町１条１丁目４３８番地の９１,,10,外部サービス利用型
0122001076,共同生活援助,グループホーム光,0470155,北海道小樽市,望洋台１丁目５番２７号,,0134-51-5656,0134-51-5657,提供中,2014/12/1,営利法人,合同会社　はせ川,北海道小樽市,望洋台１丁目５番２７号,,5,介護サービス包括型
0121401582,共同生活援助,グループホームゆのかわ,0420932,北海道函館市,湯川町２丁目２４番８号,,0138-59-6222,,提供中,2014/12/1,社会福祉法人（社協以外）,社会福祉法人函館博栄会,北海道函館市,湯川町２丁目３２番６号,,16,外部サービス利用型
0120505250,共同生活援助,恵比寿,0620934,北海道札幌市豊平区,平岸４条１１丁目１番６号,パルコート平岸４１１,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,6,外部サービス利用型
0120505243,共同生活援助,ハーフタイム,0620932,北海道札幌市豊平区,平岸２条１２丁目４番１４号２０７,,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,6,外部サービス利用型
0120505235,共同生活援助,つくしんぼ,0620931,北海道札幌市豊平区,平岸１条７丁目４番５号４０６,,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,6,外部サービス利用型
0120403019,共同生活援助,エヴァ白石,0030024,北海道札幌市白石区,本郷通７丁目南１番２７号,ハートイン本郷２０２号室,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,6,外部サービス利用型
0120403001,共同生活援助,エヴァ栄通,0030021,北海道札幌市白石区,栄通１５丁目７－３,ユニオン１５－１０６,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,7,外部サービス利用型
0120402995,共同生活援助,エヴァ南郷,0030023,北海道札幌市白石区,南郷通７丁目北５番６号,南郷エスポアール３０７号,011-211-1875,011-522-5526,提供中,2014/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　コンパサーレ,北海道札幌市中央区,南１０条西８丁目２－３６,,6,外部サービス利用型
0121000954,共同生活援助,ケア・クレディ文京台,0690834,北海道江別市,文京台東町３６番地１７,シャトル３６,011-398-7477,011-398-7477,提供中,2014/11/20,営利法人,株式会社　クレディ,北海道江別市,文京台東町３６番地１７　－２０９,,55,介護サービス包括型
0123601957,共同生活援助,共同ハウス　すまいる,0591264,北海道苫小牧市,宮前町３丁目２番１１号,,0144-84-3660,0144-84-6134,提供中,2014/11/17,営利法人,株式会社　幸楽,北海道苫小牧市,日新町４丁目１番３４号,,10,介護サービス包括型
0124701863,共同生活援助,ケアホーム　ほくえい２－１,0890537,北海道中川郡幕別町,札内北栄町２－１,,0155-67-6781,0155-67-6782,提供中,2014/10/8,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,19,日中サービス支援型
0124601584,共同生活援助,ホームめいぷる,0800013,北海道帯広市,西三条南３８丁目１－７,,0155-66-7002,0155-66-7003,提供中,2014/10/2,営利法人,株式会社　しんかーず,北海道帯広市,西三条南３８丁目１番７号,,12,外部サービス利用型
0123200883,共同生活援助,陽だまり,0960010,北海道名寄市,大通南２丁目２番地,,01654-3-1221,01654-8-9310,提供中,2014/10/1,社会福祉法人（社協以外）,社会福祉法人　なよろ陽だまりの会,北海道名寄市,大通南２丁目２番地,,43,介護サービス包括型
0121401574,共同生活援助,障がい者グループホーム　ピアポート新川,0400032,北海道函館市,新川町２７番６号,,0138-83-5541,0138-83-5541,提供中,2014/10/1,営利法人,株式会社絆メディカルグループ,北海道函館市,新川町４番３号　新川町ビル２階,,20,介護サービス包括型
0120402979,共同生活援助,しまりすＧＨ白石,0030803,北海道札幌市白石区,菊水３条２丁目２-２,ＡＲＥＸ菊水１０５号室,011-598-0504,011-598-6323,提供中,2014/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　しまりす,北海道札幌市中央区,大通西１５丁目１番地１１,,26,外部サービス利用型
0120402920,共同生活援助,聴覚障害者グループホーム　よつば,0030826,北海道札幌市白石区,菊水元町６条１丁目６－６,メゾン小谷１０１号室,011-874-1770,011-874-1770,提供中,2014/9/16,社団・財団,公益社団法人　札幌聴覚障害者協会,北海道札幌市中央区,大通西１９丁目１－３５８,札幌市視聴覚障がい者情報センター,8,介護サービス包括型
0122908155,共同生活援助,グループホーム　しおん,0718122,北海道旭川市,末広東２条２丁目４番６号,,090-76466943,,提供中,2014/8/1,営利法人,合同会社　紫苑,北海道旭川市,末広東２条２丁目４番６号,,4,介護サービス包括型
0122001043,共同生活援助,グループホーム笑こころ,0470155,北海道小樽市,望洋台３丁目１番６号,,0134-26-6606,0134-26-6850,提供中,2014/8/1,営利法人,株式会社ケアサポート笑こころ,北海道小樽市,松ケ枝一丁目36番30号,,7,外部サービス利用型
0121401558,共同生活援助,ルミエール,0410836,北海道函館市,山の手３丁目２７番３号,,0138-83-1097,,提供中,2014/7/1,非営利法人（ＮＰＯ）,特定非営利活動法人　自立支援センター翔栄,北海道函館市,中島町34番7号,,4,介護サービス包括型
0124101437,共同生活援助,ケアホーム　ＯＫ,0850811,北海道釧路市,興津1丁目1番16号,,0154-65-1315,0154-65-1316,提供中,2014/6/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,10,日中サービス支援型
0125300517,共同生活援助,グループホーム(介護サービス包括型)事業所　プレジール,0930083,北海道網走市,海岸町3番地13,,0152-67-7963,0152-67-7963,提供中,2014/5/28,非営利法人（ＮＰＯ）,特定非営利活動法人　あばしりスポーツクラブ,北海道網走市,北四条西3丁目5番15号,,4,介護サービス包括型
0124701830,共同生活援助,共同生活援助鹿追すばる,0810201,北海道河東郡鹿追町,新町１丁目２３番地１,,0156-66-1900,0156-66-1900,提供中,2014/5/14,非営利法人（ＮＰＯ）,特定非営利活動法人　地域共同作業所もみじ工房,北海道河東郡鹿追町,東町２丁目５番地１,,6,外部サービス利用型
0127500338,共同生活援助,共同生活援助事業所こころ,0730004,北海道滝川市,滝の川町東３丁目１２番１６号（１０９７番地５）,,0125-22-6410,0125-22-6410,提供中,2014/4/17,社団・財団,一般社団法人はるか,北海道滝川市,朝日町東４丁目５番１１号,,19,外部サービス利用型
0120402847,共同生活援助,地域支援センターすてら,0030832,北海道札幌市白石区,北郷２条１３丁目１－１,,011-861-6210,011-861-6424,提供中,2014/4/12,社会福祉法人（社協以外）,社会福祉法人　札親会,北海道札幌市白石区,菊水一条４丁目５番１号,,20,介護サービス包括型
0127600120,共同生活援助,やすらぎ,0613332,北海道石狩市,厚田区虹が原１６５番地６７,,0133-66-3617,0133-66-3617,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　はるにれの里,北海道石狩市,花川北１条５丁目１７１番地,,73,介護サービス包括型
0127400372,共同生活援助,共同生活支援センターすずらん,0780151,北海道深川市,納内町２丁目１番４８号,,0164-26-4400,0164-26-4401,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　揺籃会,北海道深川市,納内町２丁目4123番４,,70,介護サービス包括型
0127100477,共同生活援助,共同生活援助事業所　ホームピンネ,0731105,北海道樺戸郡新十津川町,花月２４３－７,,0125-72-4800,0125-74-2000,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　明和会,北海道樺戸郡新十津川町,字中央13番地26,,60,介護サービス包括型
0126100429,共同生活援助,ライフサポート美唄,0720811,北海道美唄市,東七条南２丁目１番２号,,0126-63-4268,0126-63-4269,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　北海道光生会,北海道美唄市,東七条南2丁目1番1号,,28,介護サービス包括型
0125800185,共同生活援助,グループホーム　ユンニ,0691136,北海道夕張郡由仁町,熊本676,,0123-82-4115,0123-82-4115,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　長沼陽風会,北海道夕張郡長沼町,１１７番地２号,,36,介護サービス包括型
0125300418,共同生活援助,ケアホーム　夢ふうせん,0930086,北海道網走市,二ツ岩1番地10,花・水・木6F,0152-67-4009,0152-67-4087,提供中,2014/4/1,営利法人,株式会社　エムリンク,北海道北見市,美芳町５丁目２－１３,エムリンクビル２階,6,介護サービス包括型
0125001099,共同生活援助,グループホーム　ゆず,0900016,北海道北見市,大町５０番地２,,0157-57-3892,0157-57-3894,提供中,2014/4/1,営利法人,株式会社　タクマ,北海道北見市,大町56番地8,,20,介護サービス包括型
0125001081,共同生活援助,ケアホーム　幸（sati),0900036,北海道北見市,幸町１丁目１番２号　幸１丁目ビル３Ｆ,,0157-23-8234,0157-23-8234,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　北の大地,北海道北見市,北9条東1丁目14番地,,27,介護サービス包括型
0125001008,共同生活援助,グループホーム　なでしこ,0900016,北海道北見市,大町47番地1,,0157-57-3784,0157-57-3789,提供中,2014/4/1,営利法人,株式会社　タクマ,北海道北見市,大町56番地8,,20,介護サービス包括型
0125000984,共同生活援助,共同生活援助(介護サービス包括型)事業所　ひだまり　,0990878,北海道北見市,東相内町577番地3,,0157-33-3052,0157-33-3016,提供中,2014/4/1,営利法人,株式会社　そるーな,北海道北見市,東相内町524番１,,36,介護サービス包括型
0125000711,共同生活援助,ケアホーム　たんＱ,0900807,北海道北見市,川東６２－２１,,0157-33-4649,0157-334641,提供中,2014/4/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,19,日中サービス支援型
0125000679,共同生活援助,ケアホーム　ところがわ,0900807,北海道北見市,川東６２－２２,,0157-33-1061,0157-33-1062,提供中,2014/4/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,19,日中サービス支援型
0124701673,共同生活援助,ケアホーム　ほくえい１－１,0890537,北海道中川郡幕別町,札内北栄町１－１,,0155-26-1411,0155-26-1455,提供中,2014/4/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,19,日中サービス支援型
0124701111,共同生活援助,地域生活支援センター,0890372,北海道上川郡清水町,字御影東二条１丁目１番地１,,0156-63-2325,0156-63-2325,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　清水旭山学園,北海道上川郡清水町,字旭山南８線５８番地１,,60,介護サービス包括型
0121200448,共同生活援助,グループホーム　オハナ,0611416,北海道恵庭市,桜町１丁目６番５号,,0123-25-3426,0123-25-3427,休止,2017/6/22,営利法人,株式会社　ＭＳＳＪＡＰＡＮ,北海道札幌市中央区,南九条西６丁目１－１２,,7,介護サービス包括型
0124101163,共同生活援助,ケアホーム　となり,0850813,北海道釧路市,春採４丁目１番１７号,,0154-65-7411,0154-65-7412,提供中,2014/4/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,20,日中サービス支援型
0124100793,共同生活援助,ひかりの里,0850812,北海道釧路市,紫雲台2番30号,,0154-41-5454,0154-41-5454,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人釧路愛育協会,北海道釧路市,紫雲台２番１８号,,10,日中サービス支援型
0124100744,共同生活援助,くしろ地域生活支援センター,0880628,北海道釧路郡釧路町,東陽大通西1丁目1番地1,釧路町保健福祉センター2階,0154-40-5551,0154-40-1302,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人北海道社会福祉事業団,北海道札幌市中央区,大通西５丁目１１番地,,14,介護サービス包括型
0124100678,共同生活援助,ケアホーム　かん月えん,0850813,北海道釧路市,春採4丁目2番16号,,0154-65-1661,0154-65-1662,提供中,2014/4/1,営利法人,株式会社　ピッチ＆パッチ,北海道釧路郡釧路町,睦３丁目３番地１,,18,日中サービス支援型
0124100629,共同生活援助,アットホーム　ぴちかーと,0850831,北海道釧路市,住吉1丁目6番12号,,0154-42-3023,0154-42-3023,提供中,2014/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人ふわり,北海道釧路市,若竹町２番３号,,6,介護サービス包括型
0123700783,共同生活援助,ゆうゆう,0520314,北海道伊達市,大滝区円山町355番地,,0142-68-6011,0142-68-6860,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　ビバランド,北海道苫小牧市,新開町４丁目７番１６号,,10,介護サービス包括型
0123700643,共同生活援助,だて地域生活支援センター　ぴいす,0520014,北海道伊達市,舟岡町１３４番地１５,,0142-23-7123,0142-23-7134,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　北海道社会福祉事業団,北海道札幌市中央区,大通西５丁目１１番地,大五ビル３階,93,介護サービス包括型
0123601502,共同生活援助,グリーンホーム,0591365,北海道苫小牧市,字植苗１２１番地8,,0144-51-8750,0144-51-8760,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　緑星の里,北海道苫小牧市,字植苗１２１番地７,,25,介護サービス包括型
0123601478,共同生活援助,富岡ホーム,0591434,北海道勇払郡安平町,早来富岡１３１番地４,,0145-22-2915,0145-22-2701,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　富門華会,北海道勇払郡安平町,早来富岡１２９番地１,,4,介護サービス包括型
0123600561,共同生活援助,グループホームはなまる,0591277,北海道苫小牧市,北星町2丁目8番3号,,0144-61-5066,0144-61-5067,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　希望の里,北海道苫小牧市,樽前159番地198,,8,介護サービス包括型
0123100190,共同生活援助,ゆうあいホーム,0781316,北海道上川郡当麻町,６条東３丁目６番５号,,0166-84-5362,0166-84-5352,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　当麻かたるべの森,北海道上川郡当麻町,５条東３丁目７番２５号,,21,介護サービス包括型
0123000176,共同生活援助,共同生活援助事業所(介護サービス包括型）ライフサポート彩,0760023,北海道富良野市,栄町１１番１１号,,0167-22-0624,0167-22-0630,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　富良野あさひ郷,北海道富良野市,栄町１１番１１号,,64,介護サービス包括型
0122907470,共同生活援助,はなまる　ホーム,0700825,北海道旭川市,北門町１５丁目２１５９番地の１１,,0166-51-1077,0166-73-6807,提供中,2014/4/1,営利法人,株式会社　ホリン,北海道旭川市,北門町１５丁目２１５９番地の１１,,8,介護サービス包括型
0122907066,共同生活援助,ケアホームみもざ荘,0718141,北海道旭川市,春光台１条７丁目２番４号,,0166-54-0933,,提供中,2014/4/1,営利法人,株式会社　なごみケア,北海道旭川市,春光台３条２丁目７番３号,,5,介護サービス包括型
0122906712,共同生活援助,みどりの里,0718144,北海道旭川市,春光台４条６丁目６－１７,,0166-69-5533,0166-69-5533,提供中,2014/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　りんどうの里,北海道旭川市,神居町雨紛１７２－２,,5,介護サービス包括型
0122906571,共同生活援助,ちゅうわ２２,0708047,北海道旭川市,忠和７条５丁目４番２２号,,0166-63-4422,0166-63-4422,提供中,2014/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　サポートＷＡＹＷＡＹすていしょん,北海道旭川市,忠和７条６丁目６－２２,,11,介護サービス包括型
0122900335,共同生活援助,グループホームあかしあ,0718101,北海道旭川市,東鷹栖一条３丁目６３５番地７８,,0166-57-0562,0166-57-0562,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　あかしあ労働福祉センター,北海道旭川市,末広二条１３丁目６番１７号,,27,介護サービス包括型
0122500515,共同生活援助,コタン,0482335,北海道余市郡仁木町,銀山２丁目10番地4,,0135-33-5311,0135-33-5313,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　後志報恩会,北海道余市郡仁木町,銀山２丁目１３４番地,,22,介護サービス包括型
0122500101,共同生活援助,こうずみメープル,0460025,北海道余市郡余市町,富沢町3丁目47番地,,013-22-5515,0135-22-6424,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　小樽四ツ葉学園,北海道小樽市,桜３丁目１０番１号,,32,介護サービス包括型
0122100100,共同生活援助,かりば寮,0480621,北海道島牧郡島牧村,泊416番地,,0136-75-6071,0136-75-6371,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　徳美会,北海道寿都郡寿都町,歌棄町歌棄72番地,,5,介護サービス包括型
0122000706,共同生活援助,一体型事業所　すまいる,0470263,北海道小樽市,見晴町20番2号,,0134-62-2510,0134-62-6848,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　札幌緑花会,北海道札幌市西区,山の手3条12丁目3番12号,,16,介護サービス包括型
0122000284,共同生活援助,よつばクローバー,0470156,北海道小樽市,桜2丁目15番26号,,0134-54-7404,0134-54-7428,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　小樽四ツ葉学園,北海道小樽市,桜３丁目１０番１号,,28,介護サービス包括型
0121700306,共同生活援助,ケアホーム和,0494308,北海道瀬棚郡今金町,字今金３０３番地１,,0137-82-0705,0137-82-2270,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　光の里,北海道瀬棚郡今金町,字神丘912番地の11,,20,介護サービス包括型
0121600274,共同生活援助,ケアホーム尾山,0430024,北海道檜山郡江差町,字尾山町146-6,,0139-52-5095,,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　あすなろ福祉会,北海道檜山郡江差町,字豊川町62-2,,224,介護サービス包括型
0121401152,共同生活援助,結,0410802,北海道函館市,石川町189番地の13,,0138-34-6022,0138-34-6016,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　函館仁愛会,北海道函館市,石川町191番地の1,,20,介護サービス包括型
0121000905,共同生活援助,グループホーム　ベルシオン,0690835,北海道江別市,文京台南町２－９,,011-398-3514,011-398-3516,提供中,2014/4/1,営利法人,株式会社　アクセント,北海道札幌市豊平区,中の島一条2丁目２番１４号,シティハイツ若山１階・３０５号,15,介護サービス包括型
0121000863,共同生活援助,はぴらいふ新しのつ,0681100,北海道石狩郡新篠津村,第４５線北１２番地,,0126-58-3347,0126-58-3347,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　新篠津福祉会,北海道石狩郡新篠津村,第４５線北１２番地,,16,介護サービス包括型
0121001135,共同生活援助,共同生活援助事業所　寄宿舎０１,0670025,北海道江別市,あけぼの町３１番地４,,011-375-9820,011-375-9820,休止,2016/2/1,営利法人,株式会社　クリーンリースウェルフェア,北海道北見市,豊地２６番地13,,10,介護サービス包括型
0121000780,共同生活援助,ゆうゆうのいえ,0613776,北海道石狩郡当別町,太美町１４８８番地２８０,,0133-27-6233,0133-27-6233,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　ゆうゆう,北海道石狩郡当別町,六軒町７０番地１８,,30,介護サービス包括型
0121000665,共同生活援助,共同生活援助事業所　グループホームフレンド,0670025,北海道江別市,あけぼの町５２番地の６,,011-382-1777,011-382-7400,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　えべつ幸誠会,北海道江別市,江別太５６２番地２１,,16,介護サービス包括型
0120600192,共同生活援助,グループホーム　まみぃ,0612284,北海道札幌市南区,藤野４条５丁目５番２号,,011-593-0222,011-593-0222,提供中,2014/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　まゆか,北海道札幌市南区,藤野４条５丁目５番１号,,6,介護サービス包括型
0120505102,共同生活援助,グループホーム事業所　ばちこい,0620933,北海道札幌市豊平区,平岸３条１０丁目１－１,第５２松井ビル３Ｆ,011-374-4752,011-815-2313,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　草の実会,北海道札幌市豊平区,平岸４条１７丁目６－６,,45,介護サービス包括型
0120504717,共同生活援助,札幌わらしべ園　グループホーム,0650042,北海道札幌市東区,本町２条７丁目２－７,,011-374-7668,,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　わらしべ会,北海道札幌市東区,本町２条６丁目４－１,,30,介護サービス包括型
0120504709,共同生活援助,ケアホーム　悠々の里,0050853,北海道札幌市南区,常盤３条１丁目７－３,,011-594-7789,011-593-9055,提供中,2014/4/1,医療法人,特定医療法人　さっぽろ悠心の郷,北海道札幌市南区,常盤３条１丁目６番１号,,30,介護サービス包括型
0120504543,共同生活援助,フィオーレ札幌東,0030021,北海道札幌市白石区,栄通10丁目1番29号,,011-867-9321,011-867-9354,提供中,2014/4/1,営利法人,株式会社　リーベ,北海道札幌市白石区,栄通１０丁目１番２９号,,56,介護サービス包括型
0120504444,共同生活援助,北野ハウス,0040863,北海道札幌市清田区,北野３条５丁目３番１１号,,011-802-5795,011-802-5796,提供中,2014/4/1,営利法人,株式会社　ライクアブリッジ,北海道札幌市清田区,平岡４条１丁目２番２－１１１,,7,介護サービス包括型
0120503743,共同生活援助,ＧＨ霧のてぃだ,0050824,北海道札幌市南区,南沢４条４丁目１番１１号,,011-522-6878,011-522-6878,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　光の森学園,北海道札幌市中央区,盤渓２５９番地の５,,67,介護サービス包括型
