事業所番号,申請者－名称,事業所－名称,事業所－郵便番号,市区町村,事業所－住所,Googleマップ,事業所－電話番号,事業所－FAX番号,指定年月日
4021200029,社会福祉法人　福岡障害者支援センター,こすもホーム若久,815-0042,,福岡県福岡市南区若久3-40-12,,092-542-0233,092-542-0233,2014/4/1
4021200102,社会福祉法人PAL,総合PALホーム,811-1346,,福岡県福岡市南区老司4-22-13,,092-403-2820,092-403-2821,2014/4/1
4021400025,特定非営利活動法人　ふれあいの家,グループホーム　ＭＡ・ＴＯ・ＳＥ,818-0132,,福岡県太宰府市国分３－５－３２,,092-923-1531,092-923-1521,2014/4/1
4021500022,社会福祉法人さつき会,パルテールはまゆう,816-0911,,福岡県大野城市大城５丁目２８番９号,,092-580-8555,092-580-8556,2014/4/1
4021700010,社会福祉法人　はーと＆はーと,グループホームわいわい,818-0003,,福岡県筑紫野市山家２７７５番地２０,,092-927-3949,,2014/4/1
4021800026,社会福祉法人宰府福祉会,グループホーム　やまもも,811-1231,,福岡県那珂川市不入道３６６－４,,092-408-6288,,2014/4/1
4022100087,社会福祉法人　明和会,陽だまりホーム　和み,834-0014,,福岡県八女市忠見６１番地１,,0943-22-5111,0943-22-5101,2014/4/1
4022100129,社会福祉法人　楠会,くすわかば,834-0023,,福岡県八女市馬場２３－１,,0943-24-8085,0943-24-0082,2014/4/1
4022300091,社会福祉法人　筑後わかたけ福祉会,虹,833-0034,,福岡県筑後市下北島長間寺３６９－２,,0942-53-7051,0942-53-7051,2014/4/1
4022300109,社会福祉法人陽南会,イーエルホーム,833-0032,,福岡県筑後市大字野町字道山４２１番地１,,0942-53-6778,0942-53-6778,2014/4/1
4022600078,社会福祉法人翔朋会,こもれび,838-0106,,福岡県小郡市三沢７４６,,0942-75-4190,0942-75-4192,2014/4/1
4022600086,特定非営利活動法人らいふステージ,グループホーム　三線,838-0106,,福岡県小郡市三沢水訳４６５－１,,0942-72-0667,0942-41-2155,2014/4/1
4022700019,社会福祉法人　三町福祉会,スマイルハウス,830-0213,,福岡県久留米市城島町江上１０５番地の１,,0942-62-6966,0942-62-6971,2014/4/1
4022700100,社会福祉法人　拓く,チェムチェム,830-0071,,福岡県久留米市安武町安武本２８８５－２２,,0942-27-3992,0942-27-3992,2014/4/1
4022700159,特定非営利活動法人グローリー,ケアホームグローリー,830-0065,,福岡県久留米市荒木町今字宮脇１３２－２,,0942-64-5858,0942-64-5814,2014/4/1
4022700191,社会福祉法人　栄光福祉会,しいのみ,830-0065,,福岡県久留米市荒木町今５４－１,,0942-64-5858,0942-64-5814,2014/4/1
4022700217,特定非営利活動法人　暮らしの樹,グループホームゆめ,839-0861,,福岡県久留米市合川町１１０６番地４,,080-1796-8255,0942-44-5732,2014/4/1
4022700233,社会福祉法人　八千代会,一麦ハウス,839-1215,,福岡県久留米市田主丸町竹野９０７－１,,0943-72-1618,0943-72-1618,2014/4/1
4022700241,ＮＰＯ法人SelfishLife,なごみ,830-1124,,福岡県久留米市北野町乙吉２１番地８,,0942-65-8174,0942-65-8174,2014/4/1
4024500011,社会福祉法人高田福祉会,グループホーム萠友園,839-0221,,福岡県みやま市高田町下楠田１５５９番地２８,,0944-22-5994,0944-22-5994,2014/4/1
4025100019,社会福祉法人鞍手ゆたか福祉会,サンガーデン鞍手,807-1305,,福岡県鞍手郡鞍手町新延２８９番地２,,0949-43-1202,0949-43-1201,2014/4/1
4025200058,特定非営利活動法人　ハートフルボイス,共同生活援助クローバー,820-0607,,福岡県嘉穂郡桂川町大字土師２３４５－１,,0948-65-2055,0948-65-1855,2014/4/1
4025300106,株式会社　新魁,ケアホーム日和莉,822-1102,,福岡県田川郡福智町上野１１７－７,,0947-28-3777,0947-28-3777,2014/4/1
4025300155,社会福祉法人豊前たけのこ会,ケアホーム　リーフ,822-1406,,福岡県田川郡香春町香春１２７６番１,,0947-32-2111,0947-32-2711,2014/4/1
4025500168,社会福祉法人　全和会,ケアハイツわかば,820-0076,,福岡県飯塚市太郎丸字一ツ木４８４－１,,0948-21-1920,0948-21-1921,2014/4/1
4025500184,社会福祉法人庄内幸和福祉会,共同生活援助　幸の家,820-0101,,福岡県飯塚市綱分１３６９番地,,0948-80-1066,0948-80-1345,2014/4/1
4025500192,社会福祉法人竜王会,ゆずり葉,820-0076,,福岡県飯塚市太郎丸１１４９－１,,0948-24-8880,0948-24-8880,2014/4/1
4025600075,社会福祉法人　瑞穂会,グループホーム　歩,825-0011,,福岡県田川市栄町５番９号,,0947-62-2129,0947-62-9200,2014/4/1
4025800022,社会福祉法人　若宮福祉会,グループホーム雅,822-0133,,福岡県宮若市脇田字古賀４７１,,0949-55-5001,0949-54-1135,2014/4/1
4026100059,株式会社つつじ庵,みやま邸,811-4215,,福岡県遠賀郡岡垣町旭台４－１９－２１,,093-701-8858,093-701-8857,2014/4/1
4026200016,社会福祉法人仲間会,仲間園ケアホーム,809-0021,,福岡県中間市朝霧３－１０－５,,093-245-5558,093-245-7835,2014/4/1
4026500050,社会福祉法人すみれ会,共同生活援助事業所すずらんの家,808-0104,,福岡県北九州市若松区大字畠田２５番地１,,093-772-1177,093-772-1178,2014/4/1
4026500068,特定非営利活動法人あじさい,あじさいホーム,808-0044,,福岡県北九州市若松区東畑町１番６号,,093-751-3090,093-751-3092,2014/4/1
4026700031,社会福祉法人　幸容会,オアシス,807-1262,,福岡県北九州市八幡西区大字野面１７５７番地１,,093-618-3030,093-616-6263,2014/4/1
4026700072,社会福祉法人北九州あゆみの会,ケアホームあゆみ,807-0807,,福岡県北九州市八幡西区本城学研台二丁目２１番８号,,093-695-1170,093-695-1175,2014/4/1
4026700098,有限会社徳星園,さんかく荘,807-1262,,福岡県北九州市八幡西区大字野面１７４２番地３,,093-618-2250,093-616-0134,2014/4/1
4027300047,社会福祉法人豊津福祉会,グループホーム花みずき,824-0801,,福岡県京都郡みやこ町勝山大久保１０７６番地１,,0930-32-5146,0930-32-5146,2014/4/1
4027300062,社会福祉法人　犀川福祉会,グループホーム　さいがわ,824-0225,,福岡県京都郡みやこ町犀川大坂５４６－１,,0930-42-1233,0930-42-1233,2014/4/1
4027400078,社会福祉法人みちくさ,あごらんち,828-0021,,福岡県豊前市八屋１８０１－１,,0979-83-1613,0979-83-1613,2014/4/1
4027700105,一般社団法人てんじん,ぷらむ,800-0246,,福岡県北九州市小倉南区大字長野１２６番地８,,093-963-0665,093-967-7017,2014/4/1
4027700121,一般社団法人Ｑ－ＡＣＴ,ＡＣＴホーム北方,802-0841,,福岡県北九州市小倉南区北方一丁目１４番２号ＰＬＥＡＳＴ北九大前２０９,,093-383-9237,093-383-9237,2014/4/1
4027800046,株式会社晴天,星の家,803-0851,,福岡県北九州市小倉北区木町二丁目３番６号,,093-581-1820,093-967-0861,2014/4/1
4027800087,特定非営利活動法人ジャパンマック,クロップハウス,802-0032,,福岡県北九州市小倉北区赤坂一丁目５番１８号,,093-967-7691,093-967-7692,2014/4/1
4020200152,社会福祉法人　優希福祉会,めだかホーム,811-0201,,福岡県福岡市東区三苫８丁目１７５番１,,092-405-6660,092-607-8277,2014/4/1
4020100089,社会福祉法人柚の木福祉会,おりひめ,812-0863,,福岡県福岡市博多区金の隈２丁目１４番１８号,,092-936-5427,092-558-7577,2014/4/1
4026700114,社会福祉法人北九州フレンド社,グループホームのぞみ,807-1152,,福岡県北九州市八幡西区高江三丁目１１番３３号,,093-618-2231,093-618-3570,2013/12/1
4023300033,社会福祉法人両筑福祉会,浮羽学園グループホームふじなみの里,839-1415,,福岡県うきは市浮羽町妹川９６－１,,0943-77-8608,,2013/11/1
4021400017,NPO法人ふくおか福祉とびうめ会,メゾンブランセ,818-0118,,福岡県太宰府市石坂２－４－２０,,092-922-1400,092-922-0400,2013/9/1
4027700113,特定非営利活動法人はつらつ日本,ライフイン葛原,800-0253,,福岡県北九州市小倉南区葛原本町三丁目１２番５号,,093-475-1490,093-475-1491,2013/8/1
4022100111,医療法人　社団　筑水会,指定共同生活援助事業所（介護サービス包括型）おおぞら,834-0006,,福岡県八女市吉田１１３６－１,,0943-23-3138,0943-23-5134,2013/5/1
4026700106,株式会社わーくわーく,グループホーム小鷺田,806-0056,,福岡県北九州市八幡西区小鷺田町３番５号,,093-621-6750,093-621-6750,2013/5/1
4020600070,社会福祉法人起生会,宗像ゆうなぎ,811-3501,,福岡県宗像市神湊西口４５０－５,,0940-62-8188,0940-62-8189,2013/4/1
4020900033,特定非営利活動法人アットホーム福祉会,アットホームヒルズ,814-0144,,福岡県福岡市城南区梅林２－１８－１９　グロリアスウエスト福大,,070-5456-2886,092-862-4515,2013/4/1
4021200144,社会福祉法人そよかぜの会,そよかぜホーム２,811-1302,,福岡県福岡市南区井尻３丁目３５－３０,,092-581-2100,092-581-2121,2013/4/1
4022500054,特定非営利活動法人ボクらの家,グループホーム　ボクらの家,831-0035,,福岡県大川市津７７８番地１,,0944-88-8511,0944-88-1969,2013/4/1
4022700225,一般社団法人　東建アグリ,東の家,830-0211,,福岡県久留米市城島町楢津59-12,,0942-62-5518,0942-62-3180,2013/4/1
4025800055,特定非営利活動法人なおみの会,アットホームなおみ,823-0004,,福岡県宮若市磯光１２９１番地３,,0949-33-9692,0949-33-9692,2013/4/1
4027200023,社会福祉法人　恵愛会,共同生活介護事業所「こすもす」,829-0113,,福岡県築上郡築上町大字下香楽１０３－１３,,0930-52-2100,0930-52-2112,2013/4/1
4020200178,NPO法人福岡げんき会,グループホーム千早,813-0011,,福岡県福岡市東区香椎1-10-5-417,,090-7152-0641,092-327-1213,2013/4/1
4021100112,社会福祉法人　福岡市手をつなぐ育成会,第三ひまわりハウス,819-0042,,福岡県福岡市西区壱岐団地３４棟２０１号,,092-802-0210,092-802-0210,2013/3/1
4024400139,社会福祉法人キリスト者奉仕会,つくしんぼ勝立,836-0886,,福岡県大牟田市大字勝立１２１－１・１２１－５・１２１－７　１０２号,,0944-51-8750,,2013/3/1
4027800079,特定非営利活動法人nest,ｎｅｓｔ地域生活サポートＳＴＡＴＩＯＮ,803-0851,,福岡県北九州市小倉北区木町三丁目６番７号,,093-582-7018,093-582-7018,2013/3/1
4025600109,シルバーメディカル株式会社,心の家,825-0002,,福岡県田川市伊田1017,,0947-46-1000,0947-42-5783,2013/2/1
4026700080,社会福祉法人共生の里,心の駅北九州,806-0055,,福岡県北九州市八幡西区幸神二丁目３番１６号,,093-616-9787,093-616-9795,2013/2/1
4027500083,社会福祉法人　共生の里,グループホーム　共生の里,824-0037,,福岡県行橋市矢留１２４６,,0930-25-3958,0930-25-3958,2013/2/1
4022500047,特定非営利活動法人ひまわり,ひまわりの里,831-0035,,福岡県大川市津１２－１ひまわりビル,,0944-87-2511,0944-88-9571,2012/12/1
4025800048,社会福祉法人　宮田親和会,絆,823-0012,,福岡県宮若市長井鶴８８５－６,,0949-28-8110,0949-28-8110,2012/11/1
4020100071,有限会社　西海,共同生活支援住宅　さいかい,812-0863,,福岡県福岡市博多区金の隈２－３－１５,,092-517-2472,092-518-2390,2012/11/1
4020400141,株式会社コレクティブ,共同生活支援住宅　十和　弐番館,811-0125,,福岡県糟屋郡新宮町三代西１－２－２７　コレクティブビル２～４階,,092-940-6620,092-940-6622,2012/10/1
4021000106,特定非営利活動法人　いるか福祉会,いるかホーム,814-0164,,福岡県福岡市早良区賀茂1-40-1 ピアレス202号､306号,,092-836-9981,092-836-9981,2012/9/1
4027300070,合資会社　うらら,グループホーム　うらら風,824-0107,,福岡県京都郡みやこ町田中515番地,,0930-33-3710,0930-33-3710,2012/8/1
4020200160,NPO法人ホーキーズ,グループホーム　轍,813-0003,,福岡県福岡市東区香住ケ丘２丁目２８－２８　レイクヒル・２１,,092-410-2477,092-410-2490,2012/8/1
4021100104,社会福祉法人　悲田院,さくら,819-0371,,福岡県福岡市西区飯氏２６２－４,,092-323-4711,092-323-4712,2012/6/1
4025300148,株式会社ウィサポート,グループホーム　みのり,822-1101,,福岡県田川郡福智町赤池４１８番地７１　ピッティＦＵＫＵＣＨＩ１階１０１号,,0947-28-5068,0947-28-5053,2012/6/1
4026100042,社会福祉法人はまゆう福祉会,グループホームはまゆう,811-4221,,福岡県遠賀郡岡垣町山田９１８,,093-283-1304,093-282-6423,2012/6/1
4025600091,里ごころ　有限会社,障がい者共同生活ホーム　里ごころ,825-0004,,福岡県田川市大字糒１７８９番地１４,,0947-46-0011,0947-46-0022,2012/5/1
4026500092,医療法人三芳会,グループホーム　さくら荘,808-0132,,福岡県北九州市若松区小敷ひびきの一丁目１０番１号,,093-742-2000,093-742-2003,2012/5/1
4020400125,社会福祉法人福岡あけぼの会,グループホームはーとふる,811-2405,,福岡県糟屋郡篠栗町大字篠栗３６９７－１,,092-947-6805,092-947-6805,2012/4/1
4020400133,医療法人社団　緑風会　水戸病院,グループホーム エスポワールメゾン,811-2243,,福岡県糟屋郡志免町志免東４－５－１,,092-935-2131,092-935-2162,2012/4/1
4020900025,一般社団法人ＱーＡＣＴ,ACTﾎｰﾑ友泉,814-0122,,福岡県福岡市城南区友泉亭７－１７　リバーサイド友泉２０３,,092-980-2165,092-980-2165,2012/4/1
4021700028,医療法人　牧和会,共同生活援助ピアッツァ桜台,818-0064,,福岡県筑紫野市常松４５６－２,,092-919-2055,092-919-2135,2012/4/1
4022100095,社会福祉法人　上横山福祉会,第５ほうれん莊,834-0013,,福岡県八女市大籠２８４,,0943-30-3001,0943-30-3003,2012/4/1
4022100103,社会福祉法人　上横山福祉会,第６ほうれん莊,834-0013,,福岡県八女市大籠２８４,,0943-30-3001,0943-30-3003,2012/4/1
4022300117,社会福祉法人筑陽会,グループホーム　アーモンド,834-0122,,福岡県八女郡広川町大字一條字風穴１３７２番地１、１３７３番地３３,,0942-54-1840,,2012/4/1
4022700209,医療法人コミュノテ風と虹,ヒルサイドテラスのぞえ,830-0053,,福岡県久留米市藤山町字藤吉１７３０番地９,,0942-22-6540,0942-22-6540,2012/4/1
4023300025,医療法人社団宗仁会,ステップハイツ　オリーブ,839-1321,,福岡県うきは市吉井町２６９－７,,0943-75-2160,0943-75-3167,2012/4/1
4024300065,社会福祉法人　かおりの里,外部サービス利用型共同生活援助　かおり園,832-0801,,福岡県柳川市三橋町起田５３８－１,,0944-75-5030,0944-75-5031,2012/4/1
4024400105,医療法人　冨松記念会,グループホーム「サンフラワー」,837-0921,,福岡県大牟田市大字三池８７８番地,,0944-59-7066,0944-53-4863,2012/4/1
4024400113,社会福祉法人　キリスト者奉仕会,つくしんぼ小浜Ⅲ,836-0034,,福岡県大牟田市小浜町３丁目２－１２,,0944-51-8781,0944-51-8776,2012/4/1
4025300130,社会福祉法人　香和会,コミュニティ碧空,822-1405,,福岡県田川郡香春町大字中津原１２４９－６,,0947-48-2003,0947-48-2003,2012/4/1
4025800030,医療法人　新光園,いろり,823-0001,,福岡県宮若市龍徳５６７番地,,0949-22-2662,0949-22-2775,2012/4/1
4026500084,社会福祉法人まどか,グループホームさくら,808-0013,,福岡県北九州市若松区波打町６番１３号,,093-771-1945,093-771-1945,2012/4/1
4020100063,一般社団法人　宅,グループホーム　あるふぁ,812-0015,,福岡県福岡市博多区山王１丁目２－２６山王ハイツ１１１号室,,080-2696-5381,092-776-3151,2012/4/1
4020000016,社会福祉法人　福岡愛育福祉会,火山ホーム事業部,819-1323,,福岡県糸島市志摩小金丸２４０１番地６２,,092-327-5000,092-327-5123,2012/4/1
4025700065,社会福祉法人愛光会,第三清浄ホーム,820-0201,,福岡県嘉麻市漆生１０６２－１,,0948-42-4350,0948-42-1023,2012/3/1
4027700097,医療法人成康会,グループホーム　レイクサイド・ヴィラ,802-0835,,福岡県北九州市小倉南区大字堀越３６７番地２,,093-963-8510,093-963-8506,2012/3/1
4020200145,社会福祉法人　ほっと福祉会,グループホーム　ほっと２,813-0013,,福岡県福岡市東区香椎駅前１－２７－２８,,092-673-1076,092-673-1076,2012/3/1
4023100029,社会福祉法人　善正会,あっとホーム　みなみ,838-0205,,福岡県朝倉郡筑前町三並９０２－３,,0946-42-1360,0946-42-1368,2012/2/1
4024400097,ローカルコア株式会社,八尻寮,836-0811,,福岡県大牟田市八尻町３丁目１４番地３,,0944-55-0115,0944-85-0182,2012/2/1
4025500150,医療法人社団豊永会,グループホーム「ぼくらの家」,820-0014,,福岡県飯塚市鶴三緒１４３８－２,,0948-26-3057,0948-26-3058,2012/2/1
4025600083,社会福祉法人高友会,ひがしの杜,825-0004,,福岡県田川市夏吉８７８番地１,,0947-63-4567,0947-63-4568,2012/1/1
4020700029,社会福祉法人福岡コロニー,グループホーム　かづるⅠ,811-3104,,福岡県古賀市花鶴丘１－１０　１４号棟３０４号室及び４０５号室,,092-963-2781,092-963-2787,2011/11/1
4025400096,医療法人社団　温故会,グループホーム　合歓の木,822-0003,,福岡県直方市大字上頓野字三本松２１０５－１,,0949-26-6044,0949-26-1166,2011/11/1
4025700131,社会福祉法人稲築福祉会,誠心園グループホーム,820-0203,,福岡県嘉麻市平56番地１,,0948-20-5090,0948-20-5091,2011/11/1
4027700089,NPO法人夢絆,未来サポートステーション　樹,802-0971,,福岡県北九州市小倉南区守恒本町二丁目８番１９号,,093-481-5705,093-481-5667,2011/11/1
4024400089,社会福祉法人　あけぼの会,グリーンケアホテル,836-0096,,福岡県大牟田市萩尾町１丁目４１０番地,,0944-53-4156,0944-53-4156,2011/10/1
4022600060,社会福祉法人ラポール,風の丘ホーム小郡,838-0136,,福岡県小郡市上西鰺坂１８０－３,,0942-23-8885,0942-73-3156,2011/9/1
4020200137,社会福祉法人　野の花学園,野の花学園グループホーム東,813-0062,,福岡県福岡市東区松島３-９-12-601,,092-611-0122,092-611-0129,2011/8/1
4025300080,社会福祉法人　朝日会,ケアホーム西友,822-1101,,福岡県田川郡福智町赤池６８－２６,,0947-22-0039,,2011/7/1
4025100027,社会福祉法人鞍手ゆたか福祉会,らいふ,807-1312,,福岡県鞍手郡鞍手町中山３１８６－７,,0949-42-0520,0949-42-0523,2011/5/1
4020600062,株式会社ゆり庵,ゆり庵グループホーム,811-3406,,福岡県宗像市稲元6丁目10－9,,0940-39-3156,0940-72-1175,2011/4/1
4025300122,社会福祉法人聖導会,如月ハウス,827-0003,,福岡県田川郡川崎町大字川崎３５６９番地,,0947-72-7404,0947-72-7404,2011/4/1
4020100055,社会福祉法人　静都,グループケアマックス,812-0862,,福岡県福岡市博多区大字立花寺字白石３０番１,,092-936-7103,092-936-7103,2011/4/1
4026100034,社会福祉法人つつみ会,共同生活援助　あゆみヶ丘,811-4224,,福岡県遠賀郡岡垣町鍋田２－１－５,,093-283-0952,093-283-2560,2011/1/1
4027500075,医療法人財団つばさ,グループホームわかば,824-0041,,福岡県行橋市大字大野井６５７－１５,,0930-22-1751,,2010/12/1
4022700183,社会福祉法人　筑陽会,グループホーム　サファイア,830-0063,,福岡県久留米市荒木町荒木字東４０５８番２,,0942-26-2626,,2010/8/1
4025700123,特定非営利活動法人　ハートフルボイス,ミライステップ,820-0501,,福岡県嘉麻市飯田３９６－１,,0948-20-8300,0948-20-8301,2010/8/1
4024400063,社会福祉法人キリスト者奉仕会,つくしんぼ小浜Ⅱ,836-0034,,福岡県大牟田市小浜町９８－１２,,0944-52-0585,0944-52-0585,2010/7/1
4025500143,社会福祉法人　ひとみの里,なのみ荘,820-0088,,福岡県飯塚市弁分４５４－１,,0948-25-5174,0948-25-5219,2010/7/1
4025700115,シルバーメディカル株式会社,シルバーハウス,821-0013,,福岡県嘉麻市熊ケ畑２５３９－２,,0947-42-5753,0947-42-5783,2010/6/1
4027400094,医療法人社団　豊和会,ゆずりは荘,828-0048,,福岡県豊前市大字久路土１４８７－１,,0979-82-3250,0979-82-3256,2010/6/1
4020200103,社会福祉法人明日へ向かって,土井１丁目ホーム,813-0032,,福岡県福岡市東区土井１丁目９－３,,092-663-2833,092-663-2834,2010/6/1
4025200041,社会福祉法人　嘉穂の里,社会福祉法人　嘉穂の里　みんなの家,820-0607,,福岡県嘉穂郡桂川町土師１０９１－３１,,0948-22-2200,0948-20-2200,2010/5/1
4022300083,社会福祉法人　筑陽会,グループホーム　マーガレット,833-0053,,福岡県筑後市西牟田字銭亀６３８３番地６,,0942-53-4520,,2010/4/1
4022500021,社会福祉法人　大川市福祉会,木の香ほーむ,831-0041,,福岡県大川市大字小保４７０－３　小保団地１棟１２３号,,0944-86-7577,0944-86-8060,2010/4/1
4026500076,社会福祉法人ひびき学園,ひびき学園共同生活事業所,808-0104,,福岡県北九州市若松区畠田三丁目５番５０号,,093-771-5149,093-771-8594,2010/4/1
4020200095,特定非営利活動法人はくちょうの会,はくちょうホーム,811-0202,,福岡県福岡市東区和白４丁目２４番４４号,,092-402-0577,092-402-0575,2010/4/1
4022000048,医療法人　せいわ会,グループホームゆうあい,819-1129,,福岡県糸島市篠原西１丁目１４－６,,092-322-3263,092-322-1509,2010/2/1
4021900016,社会福祉法人　香月福祉会,ファミリーハウス　横断歩道,819-1331,,福岡県糸島市志摩久家２４６２－１,,092-328-1923,092-328-1924,2010/1/1
4020400067,社会福祉法人　相互福祉会,グループホームニューのぞみ「くすの家」,811-2108,,福岡県糟屋郡宇美町ゆりが丘６－１５－２,,092-933-0277,092-933-0117,2009/12/1
4025700099,ベストサポート株式会社,共同生活援助事業所ひばり,820-0201,,福岡県嘉麻市漆生1270-33（ひばり６）,,0948-83-8616,0948-83-8617,2009/12/1
4022000022,社会福祉法人　悲田院,老松ホーム,819-1116,,福岡県糸島市前原中央１丁目５－４５,,092-323-4711,092-323-4712,2009/11/1
4027700063,社会福祉法人北九州精神保健福祉事業協会,あさのホーム,802-0841,,福岡県北九州市小倉南区北方二丁目２１番１２号,,093-941-7330,093-941-7330,2009/9/1
4025700081,ＮＰＯ boisoon,ベース嘉麻,821-0012,,福岡県嘉麻市上山田１３５９ー１,,0948-52-2420,0948-52-2421,2009/8/1
4025200033,社会福祉法人自遊学舎,グループホーム　ワークランド桂川,820-0607,,福岡県嘉穂郡桂川町土師１０９９番地１６,,0948-65-4080,0948-65-1923,2009/7/1
4020100048,社会福祉法人　そよかぜの会,そよかぜホーム,812-0888,,福岡県福岡市博多区板付７丁目９－４３,,092-571-2161,,2009/5/1
4023500061,社会福祉法人黒木福祉会,ケアホームしろやま,834-1203,,福岡県八女市黒木町北木屋４５９番地,,0943-42-4088,0943-42-4088,2009/4/1
4025700073,社会福祉法人ひとみの里,第２なのみ荘,820-0301,,福岡県嘉麻市牛隈字谷クラ１７１２番地６,,0948-57-2040,0948-57-2176,2009/4/1
4026700056,社会福祉法人北九州市手をつなぐ育成会,グループホーム支援センター西部,806-0024,,福岡県北九州市八幡西区南八千代町７番２１号,,093-642-8050,093-642-7050,2009/4/1
4027700055,社会福祉法人北九州市手をつなぐ育成会,グループホーム支援センター東部,802-0803,,福岡県北九州市小倉南区春ケ丘１０番５号,,093-932-7127,093-932-7050,2009/4/1
4020200079,特定非営利活動法人レッツ,グループホームオークマ,812-0054,,福岡県福岡市東区馬出４丁目６番１号大熊ビル１階,,092-215-1461,092-215-1461,2009/4/1
4025600067,社会福祉法人　真養会,共同生活援助事業所　香旬,825-0002,,福岡県田川市伊田石場浦２７０５番地１,,0947-44-3600,0947-44-3600,2009/2/1
4025400062,社会福祉法人　緑樹会,グループホーム直方リハビリセンター,822-0003,,福岡県直方市上頓野４５９９－１,,0949-29-8771,0949-29-8772,2008/12/1
4022700175,社会福祉法人　荒木福祉会,耳納苑,839-0824,,福岡県久留米市善導寺町飯田１８２－４,,0942-44-6770,0942-44-6770,2008/11/1
4025300072,社会福祉法人豊徳会,グループホームみろく,822-1101,,福岡県田川郡福智町赤池４０９番地１２,,0947-28-2477,0947-85-8107,2008/7/1
4027500067,社会福祉法人みぎわ会,泉荘,824-0036,,福岡県行橋市南泉４－１１－５,,0930-24-1584,0930-24-2654,2008/7/1
4024300057,社会福祉法人学正会,第三　和楽,832-0007,,福岡県柳川市金納４２８－４,,0944-72-6477,0944-72-0113,2008/6/1
4027300039,社会福祉法人　青空福祉会,こすもすの里,824-0121,,福岡県京都郡みやこ町豊津１３７１－９,,0930-33-6004,0930-33-6004,2008/6/1
4027800038,特定非営利活動法人北九州精神障害者福祉会連合会,シティルーム大畠,802-0026,,福岡県北九州市小倉北区大畠二丁目３番２－１０１号,,093-230-0816,093-230-0816,2008/5/1
4020600039,社会福祉法人さつき会,ライフアップはまゆう,811-3514,,福岡県宗像市田野字正吹３１０,,0940-62-3144,0940-62-3154,2007/11/1
4025300064,社会福祉法人幸容会,グループホーム　クローバー,822-1202,,福岡県田川郡福智町神崎１６２６番地３,,0947-22-6025,,2007/9/1
4026500035,NPO法人やすらぎ,やすらぎ,807-1313,,福岡県鞍手郡鞍手町新北１６４番１,,0949-42-6610,0942-28-7288,2007/9/1
4027700048,ライフアンドケア株式会社,ラベンダー北方,802-0841,,福岡県北九州市小倉南区北方一丁目１５番１７号,,093-931-2735,093-931-2737,2007/9/1
4025700040,社会福祉法人　愛光会,第二清浄ホーム,820-0201,,福岡県嘉麻市漆生１０６１ー１,,0948-42-4350,0948-42-1023,2007/4/1
4022100079,社会福祉法人　伍福会,もちのき,834-0067,,福岡県八女市龍ケ原１８２,,0943-30-2060,0943-30-2061,2007/3/1
4024300040,社会福祉法人　学正会,第二和楽,832-0007,,福岡県柳川市大字金納３０１－４,,0944-74-0666,,2007/2/1
4027500042,社会福祉法人　みぎわ会,愛和社会復帰センターグループホーム,824-0036,,福岡県行橋市南泉２－２８－１,,0930-25-6623,0930-25-6670,2007/1/1
4020400018,社会福祉法人　柚の木福祉会,ＢＦクローバー,811-2201,,福岡県糟屋郡志免町桜丘３－２５－１２,,092-935-7611,092-935-7611,2006/10/1
4020400034,社会福祉法人　柚の木福祉会,カムカムホーム　和,811-2114,,福岡県糟屋郡須惠町大字上須惠１２４３－２,,092-936-5427,092-936-5430,2006/10/1
4020400042,医療法人済世会,グループホーム河桜荘,811-2414,,福岡県糟屋郡篠栗町和田９１０－２０５,,092-947-3990,092-947-8598,2006/10/1
4020500015,医療法人恵愛会,グループホーム　ガーデンサンシャイン,811-3216,,福岡県福津市花見が浜１－１１－３,,0940-72-4409,0940-72-4586,2006/10/1
4020600021,社会福祉法人　宗像会,くすくすホーム,811-3435,,福岡県宗像市用山１６６ー１,,0940-37-2555,0940-36-1329,2006/10/1
4021000023,社会福祉法人　悲田院,第一田隈ホーム,814-0174,,福岡県福岡市早良区田隈3-14-12,,092-873-7165,092-873-7165,2006/10/1
4021000031,社会福祉法人　悲田院,こすもすホーム,811-1101,,福岡県福岡市早良区重留7-6-6-101、301,,092-803-0154,092-803-0154,2006/10/1
4021000056,医療法人　泯江堂,サンライズ荘,814-0171,,福岡県福岡市早良区野芥5-6-37,,092-871-7667,092-863-2641,2006/10/1
4021000064,社会福祉法人　福岡あけぼの会,カレッタ,814-0033,,福岡県福岡市早良区有田5-24-27-107,,092-873-2578,092-873-2580,2006/10/1
4021100021,社会福祉法人野の花学園,野の花学園グループホーム,819-0165,,福岡県福岡市西区今津4820-2,,092-806-4514,092-806-1511,2006/10/1
4021100039,社会福祉法人　のぞみの里,メイプルタウン泉,819-0381,,福岡県福岡市西区泉１－１３－１７,,092-807-8996,092-807-8996,2006/10/1
4021100047,社会福祉法人　福岡市手をつなぐ育成会,第一ひまわりハウス,819-0161,,福岡県福岡市西区今宿東1-16-33,,092-882-0432,092-885-3860,2006/10/1
4021200045,社会福祉法人　共栄福祉会,きずな,815-0042,,福岡県福岡市南区若久3丁目9-6,,092-511-3126,092-511-3126,2006/10/1
4021200052,社会福祉法人　共栄福祉会,グループホームこのは,811-1101,,福岡県福岡市早良区重留６丁目２－６　２０１・３０１・４０２,,092-400-7654,092-400-7654,2006/10/1
