ID,施設・サービス名,種類名,タグ,障害福祉サービス等事業所番号,法人の名称,事業所名カナ,郵便番号,所在地,指定年月日,電話番号,FAX番号,移動・地域活動支援事業所番号,地域活動支援事業の定員,法人の種類,身体,知的,精神,難病,障害児,給食,入浴,送迎
23900110002865,あつたグループホーム,共同生活援助,熱田,2321400034,社会福祉法人名古屋手をつなぐ育成会,アツタグループホーム,456-0031,愛知県名古屋市熱田区神宮四丁目４番５号,2010/3/1,052-671-6213,052-671-6239,,,社会福祉法人（社協以外）,,,,,,,,
23900110003175,グループホーム　そら,共同生活援助,中村,2320100056,特定非営利活動法人つばさ福祉会,グループホーム ソラ,453-0066,愛知県名古屋市中村区稲上町2丁目63番地,2010/2/1,052-411-7039,052-411-7039,,,非営利法人（NPO）,,,,,,,,
23900110000313,ケアホーム無心寮,共同生活援助,昭和,2326200025,医療法人福智会,ケアホームムシンリョウ,466-0015,愛知県名古屋市昭和区御器所通２丁目２５番地の２,2008/4/1,052-741-8900,052-741-8930,,,医療法人,,,,,,,,
23900110003016,藤里,共同生活援助,名東,2328000035,特定非営利活動法人Ｈａｎｄｓ,フジサト,465-0036,愛知県名古屋市名東区藤里町３０−１　ＦＳマンション４０１,2008/4/1,052-776-5828,052-704-4220,,,非営利法人（NPO）,,,,,,,,
23900110002585,ゆたか生活支援事業所なるお,共同生活援助,南,2328100017,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショナルオ,457-0066,愛知県名古屋市南区鳴尾一丁目355番地,2008/4/1,052-825-4539,052-825-5011,,,社会福祉法人（社協以外）,,,,,,,,
23900110003195,指定共同生活介護ミモザ,共同生活援助,西,2320200062,特定非営利活動法人バウムカウンセリングルーム,シテイキョウドウセイカツカイゴミモザ,451-0013,愛知県名古屋市西区江向町6丁目5番地　シャトー伊藤201号,2008/2/1,052-521-2334,052-908-9157,,,非営利法人（NPO）,,,,,,,,
23900110000296,共同生活援助事業所つぼみ,共同生活援助,千種,2327100059,医療法人同心会,キョウドウセイカツエンジョジギョウショツボミ,464-0802,愛知県名古屋市千種区星が丘元町16-20,2007/11/1,052-781-0433,052-781-3607,,,医療法人,,,,,,,,
23900110003251,まちかどのいえ,共同生活援助,港,2321200038,特定非営利活動法人まちかどサポートセンター,マチカドノイエ,455-0074,愛知県名古屋市港区正保町8丁目55番地の1,2007/7/1,052-382-6528,052-382-6528,,,非営利法人（NPO）,,,,,,,,
23900110003125,はらいそホーム,共同生活援助,南,2328100074,特定非営利活動法人ココロ,ハライソホーム,457-0861,愛知県名古屋市南区明治1-5-10,2007/3/1,052-692-1813,052-692-1813,,,非営利法人（NPO）,,,,,,,,
23900110002642,ビブレ,共同生活援助,中村,2320100049,社会福祉法人ラ・エール,ビブレ,453-0031,愛知県名古屋市中村区新富町5丁目3番11号,2007/2/1,052-481-6722,052-481-6722,,,社会福祉法人（社協以外）,,,,,,,,
23900110002421,べにしだ共同生活援助事業所,共同生活援助,中村,2320100015,社会福祉法人あさみどりの会,ベニシダキョウドウセイカツエンジョジギョウショ,453-0841,愛知県名古屋市中村区稲葉地町8丁目73番地,2006/10/1,052-411-7160,052-411-7160,,,社会福祉法人（社協以外）,,,,,,,,
23900110002705,ぱれっとハウス,共同生活援助,中村,2320100023,社会福祉法人親愛の里,パレットハウス,453-0844,愛知県名古屋市中村区小鴨町64番地　さんこおるこがも202,2006/10/1,052-462-9300,052-462-1399,,,社会福祉法人（社協以外）,,,,,,,,
23900110002895,さくらぎホーム,共同生活援助,西,2320200013,社会福祉法人名古屋西福祉会,サクラギホーム,451-0051,愛知県名古屋市西区則武新町二丁目12番10号,2006/10/1,052-583-4461,052-583-4460,,,社会福祉法人（社協以外）,,,,,,,,
23900110003220,グループホームハートイン名古屋,共同生活援助,西,2320200021,特定非営利活動法人ファンタジスタ,グループホームハートインナゴヤ,452-0822,愛知県名古屋市西区中小田井二丁目485番地,2006/10/1,052-502-6177,052-938-5685,,,非営利法人（NPO）,,,,,,,,
23900110002667,共同生活体西,共同生活援助,西,2320200047,社会福祉法人共生福祉会,キョウドウセイカツタイニシ,451-0016,愛知県名古屋市西区庄内通1丁目33番地,2006/10/1,052-521-5472,052-522-7583,,,社会福祉法人（社協以外）,,,,,,,,
23900110003111,いーえん,共同生活援助,中村,2320800010,特定非営利活動法人くらし応援ネットワーク,イーエン,453-0862,愛知県名古屋市中村区岩塚町字郷中89番地の1,2006/10/1,052-412-1725,052-412-1735,,,非営利法人（NPO）,,,,,,,,
23900110002468,シャローム,共同生活援助,中川,2321100014,社会福祉法人さふらん会,シャローム,454-0052,愛知県名古屋市中川区花塚町1丁目54番地の1,2006/10/1,052-355-6980,052-355-6981,,,社会福祉法人（社協以外）,,,,,,,,
23900110002733,ユニオンワークス一色ハウス,共同生活援助,中川,2321200012,社会福祉法人大幸福祉会,ユニオンワークスイシキハウス,454-0946,愛知県名古屋市中川区一色新町三丁目618番地,2006/10/1,052-302-0339,052-302-0339,,,社会福祉法人（社協以外）,,,,,,,,
23900110002538,みなとホーム,共同生活援助,港,2321200020,社会福祉法人みなと福祉会,ミナトホーム,455-0803,愛知県名古屋市港区入場一丁目114番地の1,2006/10/1,052-355-8000,052-355-8008,,,社会福祉法人（社協以外）,,,,,,,,
23900110002866,こもとグループホーム,共同生活援助,中川,2321300010,社会福祉法人名古屋手をつなぐ育成会,コモトグループホーム,454-0833,愛知県名古屋市中川区上脇町1丁目27番地の1　ディアコート上脇301号,2006/10/1,052-355-3288,052-355-3288,,,社会福祉法人（社協以外）,,,,,,,,
23900110003184,グループホームなかよし,共同生活援助,中川,2321300036,特定非営利活動法人なかよし,グループホームナカヨシ,454-0962,愛知県名古屋市中川区戸田三丁目1812番地の１,2006/10/1,052-304-3396,052-304-3397,,,非営利法人（NPO）,,,,,,,,
23900110002584,ゆたか生活支援事業所なかがわ,共同生活援助,中川,2321300044,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショナカガワ,454-0833,愛知県名古屋市中川区上脇町1丁目32番地の2,2006/10/1,052-354-0678,052-355-7079,,,社会福祉法人（社協以外）,,,,,,,,
23900110002766,友愛ホーム,共同生活援助,中川,2321300051,社会福祉法人富田福祉会,ユウアイホーム,454-0957,愛知県名古屋市中川区かの里一丁目2707番地　フォーナイン富田102号,2006/10/1,052-301-3141,052-301-9944,,,社会福祉法人（社協以外）,,,,,,,,
23900110002894,堀田グループホーム,共同生活援助,瑞穂,2321400026,社会福祉法人名古屋手をつなぐ育成会,ホリタグループホーム,467-0827,愛知県名古屋市瑞穂区下坂町2丁目30番地シティパレス堀田６０３号,2006/10/1,052-883-1871,052-883-1871,,,社会福祉法人（社協以外）,,,,,,,,
23900110000314,澄心荘,共同生活援助,昭和,2326200017,医療法人福智会,チョウシンソウ,466-0006,愛知県名古屋市昭和区北山町3丁目1番地,2006/10/1,052-741-8900,052-741-8930,,,医療法人,,,,,,,,
23900110002769,ラルクホーム,共同生活援助,天白,2326400021,社会福祉法人平針福祉会,ラルクホーム,468-0022,愛知県名古屋市天白区高島二丁目701番地　オデッセイ島田C-201号,2006/10/1,052-805-8381,052-805-8381,,,社会福祉法人（社協以外）,,,,,,,,
23900110002885,塩付グループホーム,共同生活援助,千種,2327100042,社会福祉法人名古屋手をつなぐ育成会,シオツケグループホーム,464-0854,愛知県名古屋市千種区大久手町７丁目２番地ブルーデル千種２Ａ,2006/10/1,052-741-6730,052-741-6730,,,社会福祉法人（社協以外）,,,,,,,,
23900110002683,スターライト,共同生活援助,東,2327200024,社会福祉法人薫徳会,スターライト,461-0038,愛知県名古屋市東区新出来二丁目1番13号　MONOLITH205号,2006/10/1,052-932-1214,052-908-8835,,,社会福祉法人（社協以外）,,,,,,,,
23900110002903,やまぶきホーム,共同生活援助,東,2327200032,社会福祉法人名古屋東福祉協会,ヤマブキホーム,461-0032,愛知県名古屋市東区出来町三丁目19番26号,2006/10/1,052-799-3992,052-799-3996,,,社会福祉法人（社協以外）,,,,,,,,
23900110002668,共同生活体北,共同生活援助,東,2327200040,社会福祉法人共生福祉会,キョウドウセイカツタイキタ,461-0040,愛知県名古屋市東区矢田一丁目5番1号 マリオン大曽根506号,2006/10/1,052-712-5351,052-712-5351,,,社会福祉法人（社協以外）,,,,,,,,
23900110002423,あずまホーム,共同生活援助,守山,2327300030,社会福祉法人あずま福祉会,アズマホーム,463-0097,愛知県名古屋市守山区川村町7番地,2006/10/1,052-792-5081,052-792-5081,,,社会福祉法人（社協以外）,,,,,,,,
23900110002940,めいほくホーム,共同生活援助,守山,2327300048,社会福祉法人名北福祉会,メイホクホーム,463-0070,愛知県名古屋市守山区新守山2205番地,2006/10/1,052-917-7610,052-982-6002,,,社会福祉法人（社協以外）,,,,,,,,
23900110002415,守山ホーム,共同生活援助,守山,2327600025,社会福祉法人あさひ会,モリヤマホーム,463-0092,愛知県名古屋市守山区白沢町16番地,2006/10/1,052-794-1913,052-794-1951,,,社会福祉法人（社協以外）,,,,,,,,
23900110002718,もりたかホーム,共同生活援助,守山,2327600066,社会福祉法人清新会,モリタカホーム,463-0035,愛知県名古屋市守山区森孝二丁目１０２番地ウィンザーハイツ202号,2006/10/1,052-776-7080,052-773-7229,,,社会福祉法人（社協以外）,,,,,,,,
23900110002502,ひまわりホーム,共同生活援助,名東,2328000019,社会福祉法人ひまわり福祉会,ヒマワリホーム,465-0047,愛知県名古屋市名東区小池町468番地の1 サウスサイドアヴェニュービル3階,2006/10/1,052-709-3811,052-709-3812,,,社会福祉法人（社協以外）,,,,,,,,
23900110003311,ドーミトリーあちゃ,共同生活援助,南,2328100033,特定非営利活動法人学習障害児・者の教育と自立の保障をすすめる会,ドーミトリーアチャ,457-0004,愛知県名古屋市南区中江二丁目4番20号,2006/10/1,052-720-4872,052-720-4872,,,非営利法人（NPO）,,,,,,,,
23900110002586,ゆたか生活支援事業所みどり,共同生活援助,緑,2328100058,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショミドリ,458-0817,愛知県名古屋市緑区諸の木三丁目1002番地,2006/10/1,052-876-8820,052-710-6944,,,社会福祉法人（社協以外）,,,,,,,,
23900110002588,ゆたか生活支援事業所みなみ,共同生活援助,南,2328100066,社会福祉法人ゆたか福祉会,ユタカセイカツシエンジギョウショミナミ,457-0823,愛知県名古屋市南区元塩町2丁目6番地の1,2006/10/1,052-619-6052,052-619-6053,,,社会福祉法人（社協以外）,,,,,,,,
23900110002485,ニコニコホーム,共同生活援助,緑,2328500018,社会福祉法人ニコニコハウス,ニコニコホーム,458-0801,愛知県名古屋市緑区鳴海町字森下3番地の4,2006/10/1,052-891-1103,,,,社会福祉法人（社協以外）,,,,,,,,
